word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
louvre,0.5606,3,louvre,PROPN,False,False,True
aretângulo,0.5601,9,aretângulo,PROPN,False,False,True
lúcia,0.56,1,lúcia,PROPN,False,False,True
dione,0.56,1,dione,PROPN,False,False,True
aij,0.56,6,aij,PROPN,False,False,True
enriquecimento,0.5596,3,enriquecimento,NOUN,False,False,True
avbc,0.5588,7,avbc,NOUN,False,True,True
vegas,0.5573,2,vegas,PROPN,False,False,True
campus,0.5572,2,campus,PROPN,False,False,True
manipulação,0.5568,2,manipulação,NOUN,False,False,True
pênalti,0.5565,2,pênalti,NOUN,False,False,True
satopr,0.5564,1,satopr,PROPN,False,False,True
corredores,0.5555,1,corredores,NOUN,False,True,True
programação,0.5554,2,programação,PROPN,False,False,True
tubo,0.5552,3,tubo,NOUN,False,True,True
fernández,0.5547,1,fernández,PROPN,False,False,True
chegada,0.5545,3,chegada,NOUN,False,False,True
televisão,0.5544,3,televisão,PROPN,False,False,True
ativa,0.5543,3,ativo,ADJ,False,False,True
mostra,0.5537,87,mostrar,VERB,False,True,True
cláudio,0.5536,2,cláudio,PROPN,False,False,True
caldo,0.5533,7,caldo,NOUN,False,False,True
travessa,0.5528,2,travessa,NOUN,False,False,True
matériasprima,0.5524,3,matériasprima,NOUN,False,True,True
temperatura,0.5523,2,temperatura,NOUN,False,False,True
manhãs,0.5522,5,manhãs,NOUN,False,False,True
alfa,0.5521,3,alfa,PROPN,False,False,True
comerciante,0.552,3,comerciante,NOUN,False,True,True
bid,0.5519,8,bid,PROPN,False,False,True
arm,0.5517,2,arm,PROPN,False,False,True
boffo,0.5514,1,boffo,PROPN,False,False,True
valioso,0.5511,3,valioso,ADJ,False,False,True
heptagonal,0.551,4,heptagonal,ADJ,False,True,True
delfim,0.551,3,delfim,NOUN,False,False,True
oportuno,0.551,3,oportuno,ADJ,False,False,True
bolema,0.5504,2,bolema,PROPN,False,False,True
lidiane,0.5502,1,lidiane,PROPN,False,False,True
afgh,0.5502,2,afgh,VERB,False,False,True
afcf,0.55,1,afcf,PROPN,False,False,True
bis,0.55,2,bis,PROPN,False,False,True
/kg,0.5497,3,/kg,PROPN,False,False,True
aurélio,0.5496,3,aurélio,PROPN,False,False,True
resíduo,0.5494,2,resíduo,NOUN,False,True,True
enigmas,0.5493,4,enigmas,PROPN,False,False,True
atitudinal,0.5492,5,atitudinal,ADJ,False,True,True
otávio,0.5492,1,otávio,PROPN,False,False,True
cotidianeidade,0.5492,1,cotidianeidade,NOUN,False,False,True
folhapress,0.5491,1,folhapress,PROPN,False,False,True
resnick,0.5488,1,resnick,PROPN,False,False,True
catador,0.5486,4,catador,NOUN,False,True,True
analítico,0.5481,3,analítico,ADJ,False,True,True
documentário,0.5481,4,documentário,NOUN,False,True,True
mineradora,0.548,1,mineradora,NOUN,False,False,True
waiandt,0.5479,1,waiandt,PROPN,False,False,True
temas,0.5479,3,temas,NOUN,False,True,True
trechos,0.5478,1,trechos,NOUN,False,True,True
ouvido,0.5476,2,ouvido,NOUN,False,True,True
concurso,0.5472,3,concurso,NOUN,False,True,True
nóbriga,0.5469,3,nóbriga,PROPN,False,False,True
kenneth,0.5469,1,kenneth,PROPN,False,False,True
acomodação,0.5468,1,acomodação,NOUN,False,False,True
dodepila,0.5467,1,dodepila,NOUN,False,True,True
recolhimento,0.5465,2,recolhimento,NOUN,False,False,True
sede,0.5463,4,sede,NOUN,False,True,True
duração,0.5462,3,duração,NOUN,False,False,True
ar'ax,0.546,1,ar'ax,PROPN,False,False,True
pedante,0.5456,1,pedante,ADJ,False,False,True
arranjos,0.5456,4,arranjos,NOUN,False,True,True
crítico,0.5454,3,crítico,ADJ,False,False,True
aproveitamento,0.5453,3,aproveitamento,NOUN,False,False,True
participante,0.5449,8,participante,NOUN,False,True,True
divertimento,0.5448,3,divertimento,NOUN,False,True,True
estojo,0.5445,4,estojo,NOUN,False,True,True
dissertação,0.5445,4,dissertação,NOUN,False,True,True
editoração,0.5444,2,editoração,PROPN,False,False,True
abajur,0.5444,7,abajur,PROPN,False,True,True
bosch,0.5443,1,bosch,PROPN,False,False,True
treinador,0.5442,3,treinador,NOUN,False,False,True
posterior,0.5439,2,posterior,ADJ,False,False,True
crime,0.5437,2,crime,NOUN,False,True,True
pivô,0.5437,3,pivô,NOUN,False,False,True
huete,0.5435,1,huete,PROPN,False,False,True
nuno,0.5435,2,nuno,PROPN,False,False,True
especialização,0.5433,6,especialização,NOUN,False,False,True
iniciativa,0.5433,3,iniciativa,NOUN,False,False,True
b'c,0.5433,7,b'c,PROPN,False,False,True
quadrangulares,0.5432,7,quadrangulares,ADJ,False,True,True
gimenez,0.5432,2,gimenez,PROPN,False,False,True
pesquise,0.5432,3,pesquise,NOUN,False,False,True
