word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
elétrico,41.9004,1900,elétrico,ADJ,False,True,True
elétrica,41.7662,1796,elétrica,NOUN,False,True,True
física,39.8637,568,física,PROPN,False,True,True
carga,39.0735,2343,carga,NOUN,False,True,True
campo,33.5856,1785,campo,NOUN,False,True,True
energia,30.1925,906,energia,NOUN,False,True,True
paulo,28.1891,253,paulo,PROPN,False,False,True
figura,23.7317,1868,figurar,VERB,False,True,True
força,22.168,988,força,NOUN,False,True,True
circuito,21.3709,869,circuito,NOUN,False,True,True
resistência,20.8782,1089,resistência,NOUN,False,True,True
potencial,19.7381,938,potencial,PROPN,False,True,True
fio,19.1977,544,fio,NOUN,False,True,True
magnético,19.0315,629,magnético,ADJ,False,True,True
professor,18.7216,225,professor,NOUN,False,True,True
capítulo,18.4987,443,capítulo,NOUN,False,True,True
luz,18.2464,242,luz,PROPN,False,True,True
condutor,17.8338,659,condutor,NOUN,False,True,True
intensidade,17.12,648,intensidade,NOUN,False,True,True
bateria,16.6707,497,bateria,NOUN,False,True,True
lei,16.0938,538,lei,NOUN,False,True,True
ensino,15.9271,198,ensino,PROPN,False,False,True
sentido,15.8953,600,sentido,NOUN,False,True,True
material,15.4169,233,material,NOUN,False,True,True
unidade,15.3978,424,unidade,NOUN,False,True,True
raio,15.3395,254,raio,NOUN,False,True,True
gerador,14.8715,570,gerador,NOUN,False,True,True
igual,14.6432,415,igual,ADJ,False,True,True
movimento,14.3051,354,movimento,NOUN,False,True,True
resistor,14.1038,626,resistor,NOUN,False,True,True
ciência,14.0527,127,ciência,NOUN,False,True,True
editora,13.9412,358,editora,NOUN,False,False,True
seção,13.8392,293,seção,NOUN,False,True,True
objeto,13.7541,233,objeto,NOUN,False,True,True
efeito,13.6798,221,efeito,NOUN,False,True,True
trabalho,13.1976,257,trabalho,NOUN,False,True,True
caso,13.1219,272,caso,SCONJ,False,True,True
aparelho,12.7351,279,aparelho,NOUN,False,True,True
pilha,12.5631,348,pilha,NOUN,False,True,True
diferença,12.3964,352,diferença,NOUN,False,True,True
partícula,12.351,229,partícula,NOUN,False,True,True
arquivo,12.2975,337,arquivo,NOUN,False,True,True
esfera,12.2159,464,esfera,NOUN,False,True,True
região,12.1987,188,região,NOUN,False,True,True
constante,12.0711,308,constante,NOUN,False,True,True
maneira,11.9661,183,maneira,NOUN,False,True,True
capacitor,11.8421,456,capacitor,ADJ,False,True,True
terra,11.8407,241,terra,PROPN,False,False,True
problema,11.7958,132,problema,NOUN,False,True,True
aluno,11.7223,142,aluno,PROPN,False,True,True
teoria,11.4333,194,teoria,NOUN,False,True,True
água,11.2561,159,água,NOUN,False,False,True
tensão,11.2356,238,tensão,NOUN,False,True,True
velocidade,11.1329,206,velocidade,NOUN,False,True,True
eletricidade,10.8669,125,eletricidade,NOUN,False,True,True
potência,10.7775,395,potência,NOUN,False,True,True
corpo,10.7571,200,corpo,NOUN,False,True,True
superfície,10.7214,290,superfície,NOUN,False,True,True
polo,10.6902,470,polo,NOUN,False,True,True
mesma,10.5438,271,mesmo,ADJ,False,False,True
rio,10.5076,82,rio,NOUN,False,True,True
processo,10.4173,126,processo,NOUN,False,True,True
manual,10.2045,112,manual,PROPN,False,True,True
linha,10.1733,289,linha,NOUN,False,True,True
fenômeno,10.1113,118,fenômeno,NOUN,False,True,True
solução,9.9844,179,solução,NOUN,False,True,True
modo,9.9822,148,modo,NOUN,False,True,True
uso,9.9254,93,uso,NOUN,False,True,True
informação,9.8892,94,informação,NOUN,False,True,True
seguinte,9.8528,156,seguinte,NOUN,False,True,True
elétrom,9.8372,250,elétrom,PRON,False,True,True
condição,9.8147,156,condição,NOUN,False,True,True
leitura,9.7548,128,leitura,NOUN,False,True,True
motor,9.7098,199,motor,NOUN,False,True,True
educação,9.667,81,educação,NOUN,False,False,True
interior,9.6545,201,interior,NOUN,False,True,True
experiência,9.6241,105,experiência,NOUN,False,True,True
resposta,9.5915,196,resposta,NOUN,False,True,True
conhecimento,9.5645,96,conhecimento,NOUN,False,True,True
pesquisa,9.5328,79,pesquisa,NOUN,False,True,True
livro,9.4422,110,livro,PROPN,False,True,True
situação,9.4054,138,situação,NOUN,False,True,True
espaço,9.3478,123,espaço,NOUN,False,True,True
distância,9.3118,284,distância,NOUN,False,True,True
sinal,9.3054,220,sinal,NOUN,False,True,True
conceito,9.2881,135,conceito,NOUN,False,True,True
metálico,9.2751,164,metálico,ADJ,False,True,True
fato,9.1989,107,fato,NOUN,False,True,True
estudante,9.1668,123,estudante,NOUN,False,True,True
pessoa,8.9986,98,pessoa,NOUN,False,True,True
papel,8.9852,153,papel,NOUN,False,True,True
físico,8.9653,93,físico,ADJ,False,True,True
imagem,8.796,157,imagem,NOUN,False,True,True
disponível,8.7382,70,disponível,NOUN,False,True,True
radiação,8.6834,103,radiação,NOUN,False,True,True
contato,8.6627,157,contato,NOUN,False,True,True
lâmpada,8.6251,471,lâmpada,NOUN,False,True,True
aplicação,8.5803,77,aplicação,NOUN,False,True,True
dia,8.5155,105,dia,NOUN,False,True,True
janeiro,8.5108,67,janeiro,NOUN,False,False,True
série,8.471,245,série,NOUN,False,True,True
paralelo,8.4415,239,paralelo,ADJ,False,True,True
direção,8.3455,222,direção,NOUN,False,True,True
moderna,8.3383,82,moderno,ADJ,False,True,True
comum,8.2636,99,comum,ADJ,False,True,True
gráfico,8.2492,170,gráfico,NOUN,False,True,True
temperatura,8.1363,148,temperatura,NOUN,False,True,True
reprodução,8.0871,258,reprodução,NOUN,False,False,True
estudo,8.0742,91,estudo,NOUN,False,True,True
resultado,8.0524,102,resultado,NOUN,False,True,True
quantidade,8.0487,131,quantidade,NOUN,False,True,True
indução,8.0303,182,indução,NOUN,False,False,True
espira,7.9493,264,espira,NOUN,False,True,True
associação,7.8456,320,associação,NOUN,False,True,True
exercício,7.8082,138,exercício,NOUN,False,True,True
diferente,7.709,96,diferente,DET,False,True,True
equação,7.7002,120,equação,NOUN,False,True,True
isolante,7.6705,172,isolante,ADJ,False,True,True
positiva,7.661,240,positivo,ADJ,False,True,True
pequeno,7.6495,94,pequeno,ADJ,False,True,True
necessário,7.6168,78,necessário,ADJ,False,True,True
ímã,7.4319,247,ímã,NOUN,False,True,True
metal,7.3833,84,metal,NOUN,False,True,True
funcionamento,7.3521,80,funcionamento,NOUN,False,False,True
negativo,7.3457,188,negativo,NOUN,False,True,True
interna,7.2913,226,interno,ADJ,False,False,True
médio,7.287,79,médio,PROPN,False,True,True
cor,7.27,202,cor,NOUN,False,True,True
placa,7.2696,360,placa,NOUN,False,True,True
anterior,7.2562,111,anterior,ADJ,False,True,True
formação,7.2309,55,formação,NOUN,False,False,True
centro,7.1501,120,centro,NOUN,False,True,True
positivo,7.1104,192,positivo,ADJ,False,True,True
importante,7.108,68,importante,ADJ,False,True,True
dispositivo,7.0715,78,dispositivo,NOUN,False,True,True
expressão,7.0549,118,expressão,NOUN,False,True,True
átomo,7.0287,123,átomo,NOUN,False,True,True
módulo,6.9574,197,módulo,NOUN,False,True,True
ciências,6.9325,57,ciências,PROPN,False,True,True
magnética,6.9258,139,magnético,ADJ,False,False,True
desenvolvimento,6.9237,64,desenvolvimento,NOUN,False,True,True
longo,6.9062,94,longo,NOUN,False,True,True
fonte,6.8841,64,fonte,NOUN,False,True,True
eletrostática,6.8749,160,eletrostático,ADJ,False,False,True
vetor,6.8683,284,vetor,NOUN,False,True,True
base,6.8602,65,base,NOUN,False,True,True
ondas,6.8258,124,ondas,PROPN,False,True,True
metálica,6.8098,100,metálica,NOUN,False,True,True
conjunto,6.7516,69,conjunto,NOUN,False,True,True
cientista,6.7332,65,cientista,NOUN,False,True,True
chave,6.6996,163,chave,NOUN,False,True,True
texto,6.6574,70,texto,NOUN,False,True,True
elétron,6.5918,161,elétron,NOUN,False,True,True
negativa,6.5676,189,negativo,ADJ,False,False,True
função,6.5523,113,função,NOUN,False,True,True
escala,6.551,227,escala,NOUN,False,True,True
ideia,6.5505,66,ideia,NOUN,False,True,True
extremidade,6.5359,149,extremidade,NOUN,False,True,True
amperímetro,6.5149,202,amperímetro,NOUN,False,True,True
rede,6.5046,88,rede,NOUN,False,True,True
massa,6.4728,140,massa,NOUN,False,True,True
terminal,6.4612,170,terminal,NOUN,False,True,True
frequência,6.4521,91,frequência,NOUN,False,True,True
código,6.4255,257,código,NOUN,False,True,True
substância,6.4147,85,substância,NOUN,False,True,True
equivalente,6.4089,194,equivalente,ADJ,False,True,True
