word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
global,8.8825,144,global,ADJ,False,True,True
matéria,8.8609,276,matéria,NOUN,False,True,True
estudo,8.8066,86,estudo,NOUN,False,True,True
gase,8.7856,166,gase,NOUN,False,True,True
principal,8.7538,103,principal,ADJ,False,True,True
álcool,8.7275,141,álcool,NOUN,False,True,True
escola,8.7238,96,escola,NOUN,False,True,True
radioatividade,8.6967,118,radioatividade,NOUN,False,False,True
ambiental,8.6524,95,ambiental,ADJ,False,True,True
procedimento,8.6339,113,procedimento,NOUN,False,True,True
terra,8.6276,87,terra,NOUN,False,True,True
rio,8.544,93,rio,PROPN,False,True,True
oxidação,8.5371,169,oxidação,NOUN,False,False,True
célula,8.4985,150,célula,NOUN,False,True,True
presença,8.485,106,presença,NOUN,False,False,True
fato,8.4263,104,fato,NOUN,False,True,True
expressão,8.4085,176,expressão,NOUN,False,True,True
cálculo,8.398,163,cálculo,NOUN,False,True,True
aspecto,8.3968,90,aspecto,NOUN,False,True,True
pequeno,8.3931,102,pequeno,ADJ,False,True,True
humano,8.3757,99,humano,ADJ,False,True,True
núcleo,8.3456,194,núcleo,NOUN,False,True,True
luz,8.2957,110,luz,NOUN,False,False,True
total,8.2911,169,total,ADJ,False,True,True
ensino,8.2694,95,ensino,PROPN,False,False,True
densidade,8.1848,175,densidade,NOUN,False,True,True
região,8.1784,88,região,NOUN,False,True,True
ciência,8.1201,96,ciência,PROPN,False,True,True
espécie,8.0534,153,espécie,NOUN,False,True,True
organismo,8.0193,84,organismo,NOUN,False,True,True
podese,7.9497,109,podese,NOUN,False,False,True
soluto,7.9483,283,soluto,ADJ,False,True,True
obtenção,7.9024,104,obtenção,NOUN,False,False,True
amônia,7.8509,146,amônia,NOUN,False,False,True
consumo,7.8381,111,consumo,NOUN,False,False,True
nitrogênio,7.796,152,nitrogênio,NOUN,False,False,True
etapa,7.7789,177,etapa,NOUN,False,True,True
aquecimento,7.775,107,aquecimento,NOUN,False,False,True
combustão,7.7383,217,combustão,NOUN,False,True,True
cientista,7.7228,66,cientista,NOUN,False,True,True
desenvolvimento,7.7126,77,desenvolvimento,NOUN,False,True,True
conhecimento,7.6693,79,conhecimento,NOUN,False,True,True
decomposição,7.6599,121,decomposição,NOUN,False,False,True
nome,7.6381,87,nome,NOUN,False,True,True
maneira,7.6077,87,maneira,NOUN,False,True,True
interior,7.6076,94,interior,NOUN,False,False,True
seção,7.6074,144,seção,NOUN,False,True,True
cloreto,7.5867,163,cloreto,NOUN,False,False,True
fórmula,7.5064,165,fórmula,NOUN,False,True,True
didáticas,7.4881,168,didáticas,PROPN,False,False,True
caderno,7.4789,150,caderno,NOUN,False,True,True
mudança,7.4639,92,mudança,NOUN,False,True,True
experimental,7.4476,112,experimental,ADJ,False,True,True
função,7.4389,108,função,NOUN,False,True,True
orientações,7.4276,168,orientações,PROPN,False,True,True
alto,7.3797,81,alto,ADJ,False,True,True
método,7.3706,74,método,NOUN,False,True,True
vida,7.3604,80,vida,NOUN,False,True,True
tubo,7.3597,108,tubo,NOUN,False,True,True
cálcio,7.3523,130,cálcio,NOUN,False,False,True
físico,7.331,100,físico,ADJ,False,True,True
responsável,7.3233,68,responsável,ADJ,False,True,True
atômico,7.2947,106,atômico,ADJ,False,True,True
gasoso,7.2934,138,gasoso,ADJ,False,True,True
papel,7.2803,81,papel,NOUN,False,True,True
entalpia,7.2503,220,entalpia,NOUN,False,True,True
ânodo,7.2206,143,ânodo,ADJ,False,True,True
divulgação,7.1218,64,divulgação,PROPN,False,True,True
potássio,7.1198,114,potássio,NOUN,False,False,True
industrial,7.0898,72,industrial,ADJ,False,True,True
fusão,7.0796,132,fusão,NOUN,False,False,True
qualidade,7.0785,69,qualidade,NOUN,False,True,True
mundo,7.054,83,mundo,PROPN,False,False,True
cátodo,7.0537,143,cátodo,NOUN,False,False,True
alteração,7.0388,80,alteração,NOUN,False,True,True
utilização,7.0356,72,utilização,NOUN,False,True,True
componente,7.0262,115,componente,PROPN,False,True,True
molar,6.9832,179,molar,ADJ,False,True,True
fase,6.9688,174,fase,NOUN,False,True,True
fenômeno,6.9561,105,fenômeno,ADJ,False,True,True
adição,6.9248,113,adição,NOUN,False,False,True
diminuição,6.9163,129,diminuição,NOUN,False,False,True
país,6.9141,64,país,NOUN,False,True,True
trabalho,6.9081,74,trabalho,NOUN,False,True,True
eletrólise,6.8551,134,eletrólise,NOUN,False,True,True
superior,6.8478,70,alto,ADJ,False,False,True
catalisador,6.8176,152,catalisador,NOUN,False,True,True
etanol,6.7785,140,etanol,NOUN,False,False,True
usina,6.7536,91,usina,NOUN,False,True,True
tratamento,6.6993,60,tratamento,PROPN,False,True,True
atividades,6.6741,107,atividades,PROPN,False,True,True
oceano,6.6679,77,oceano,PROPN,False,True,True
explique,6.6485,96,explique,VERB,False,True,True
princípio,6.6358,106,princípio,NOUN,False,True,True
média,6.6171,99,média,NOUN,False,False,True
tecnologia,6.613,76,tecnologia,NOUN,False,True,True
corpo,6.6115,100,corpo,NOUN,False,True,True
aço,6.5251,95,aço,NOUN,False,True,True
sangue,6.4903,97,sangue,NOUN,False,False,True
professor,6.4747,93,professor,NOUN,False,True,True
razão,6.4531,66,razão,NOUN,False,True,True
federal,6.4431,84,federal,PROPN,False,False,True
decaimento,6.4205,113,decaimento,NOUN,False,True,True
correto,6.4205,98,correto,ADJ,False,True,True
diferença,6.4169,87,diferença,NOUN,False,True,True
carga,6.3836,127,carga,NOUN,False,True,True
respeito,6.3674,83,respeito,NOUN,False,True,True
objetivo,6.3636,66,objetivo,NOUN,False,True,True
frasco,6.3449,119,frasco,NOUN,False,True,True
solvente,6.3307,148,solvente,NOUN,False,True,True
característica,6.3208,66,característicar,NOUN,False,True,True
leite,6.3199,70,leite,PROPN,False,True,True
press,6.3052,34,press,PROPN,False,False,True
indústria,6.3041,82,indústria,NOUN,False,True,True
indicador,6.3025,112,indicador,NOUN,False,True,True
reator,6.2933,73,reator,NOUN,False,True,True
força,6.2731,84,força,NOUN,False,True,True
eletrodo,6.2544,111,eletrodo,NOUN,False,True,True
isótopo,6.2026,126,isótopo,ADJ,False,True,True
doença,6.1728,42,doença,NOUN,False,True,True
simples,6.1507,74,simples,ADJ,False,True,True
prata,6.1472,98,prata,NOUN,False,False,True
magnésio,6.1465,118,magnésio,ADJ,False,False,True
século,6.1459,66,século,NOUN,False,True,True
propriedade,6.1215,72,propriedade,NOUN,False,True,True
médio,6.1096,78,médio,PROPN,False,True,True
litro,6.0904,120,litro,NOUN,False,True,True
atenção,6.0773,62,atenção,NOUN,False,True,True
molecular,6.0762,130,molecular,ADJ,False,True,True
quente,6.0646,74,quente,ADJ,False,True,True
fissão,6.0042,117,fissão,NOUN,False,True,True
chumbo,5.9862,77,chumbo,NOUN,False,False,True
centro,5.9597,46,centro,NOUN,False,True,True
natureza,5.9565,66,natureza,NOUN,False,False,True
forte,5.9462,124,forte,ADJ,False,True,True
básico,5.9287,90,básico,ADJ,False,True,True
composição,5.9136,72,composição,NOUN,False,True,True
gases,5.9071,85,gase,PROPN,False,True,True
risco,5.8732,68,risco,NOUN,False,True,True
cobre,5.8582,163,cobre,NOUN,False,False,True
ouro,5.8399,68,ouro,NOUN,False,False,True
resíduo,5.8393,67,resíduo,NOUN,False,True,True
tema,5.8317,79,tema,NOUN,False,True,True
mineral,5.827,69,mineral,NOUN,False,True,True
equipe,5.8209,48,equipe,NOUN,False,True,True
minuto,5.7938,97,minuto,NOUN,False,True,True
suficiente,5.7762,66,suficiente,ADJ,False,True,True
comentário,5.7745,95,comentário,ADJ,False,True,True
hora,5.7684,64,hora,NOUN,False,True,True
bomba,5.7438,80,bomba,NOUN,False,True,True
cidade,5.7374,47,cidade,NOUN,False,True,True
física,5.7238,49,física,PROPN,False,True,True
fator,5.6838,81,fator,NOUN,False,True,True
ideia,5.683,76,ideia,NOUN,False,True,True
sulfato,5.6683,110,sulfato,NOUN,False,True,True
consequência,5.6549,61,consequência,NOUN,False,True,True
corrosão,5.6486,85,corrosão,NOUN,False,False,True
potencial,5.6239,71,potencial,NOUN,False,True,True
determine,5.6213,150,determine,PROPN,False,True,True
urânio,5.6037,99,urânio,NOUN,False,False,True
anterior,5.5937,70,anterior,ADJ,False,True,True
capacidade,5.5777,51,capacidade,NOUN,False,True,True
saúde,5.5674,67,saúde,NOUN,False,False,True
açúcar,5.562,109,açúcar,NOUN,False,True,True
científico,5.5604,61,científico,ADJ,False,True,True
aparelho,5.5565,69,aparelho,NOUN,False,True,True
planeta,5.5447,59,planeta,NOUN,False,True,True
atmosférica,5.5245,91,atmosférico,ADJ,False,False,True
início,5.5146,67,início,NOUN,False,True,True
quadro,5.4617,60,quadro,NOUN,False,True,True
dado,5.4613,298,dado,NOUN,False,True,True
