word,relevance_value,frequency,lemma,part_of_speech,stopword,plural,exists_in_vocab
ônibus,3.7368,57,ônibus,NOUN,False,True,True
respeito,3.7337,27,respeito,NOUN,False,False,True
vácuo,3.6989,61,vácuo,NOUN,False,False,True
penal,3.6988,142,penal,PROPN,False,False,True
retilíneo,3.6945,77,retilíneo,ADJ,False,True,True
ensino,3.6865,31,ensino,PROPN,False,False,True
espacial,3.6516,32,espacial,PROPN,False,True,True
correta,3.6513,41,correto,ADJ,False,True,True
escala,3.6513,64,escala,NOUN,False,True,True
código,3.6446,145,código,PROPN,False,False,True
significativo,3.6432,56,significativo,ADJ,False,True,True
termo,3.6103,33,termo,NOUN,False,True,True
análise,3.609,48,análise,NOUN,False,True,True
percurso,3.5941,63,percurso,NOUN,False,True,True
aspecto,3.5939,25,aspecto,NOUN,False,True,True
estrela,3.5707,28,estrela,NOUN,False,True,True
elétrico,3.5703,24,elétrico,ADJ,False,True,True
elástica,3.566,66,elástica,ADJ,False,False,True
pneu,3.5648,34,pneu,NOUN,False,True,True
casa,3.5564,25,casa,NOUN,False,True,True
tr,3.5549,109,tr,VERB,False,True,True
motorista,3.5524,68,motorista,NOUN,False,True,True
polia,3.5482,57,polia,NOUN,False,True,True
integre,3.5473,40,integre,PROPN,False,False,True
duração,3.5318,34,duração,NOUN,False,False,True
caminhão,3.5165,45,caminhão,NOUN,False,True,True
norte,3.5053,24,norte,VERB,False,True,True
positivo,3.4983,44,positivo,ADJ,False,True,True
linguagem,3.4889,23,linguagem,NOUN,False,False,True
disco,3.4843,44,disco,PROPN,False,True,True
vento,3.4748,31,vento,NOUN,False,True,True
ambiente,3.4708,25,ambiente,NOUN,False,True,True
capacidade,3.462,26,capacidade,NOUN,False,True,True
comportamento,3.4334,33,comportamento,NOUN,False,True,True
único,3.4311,26,único,ADJ,False,True,True
escalar,3.4275,720,escalar,NOUN,False,True,True
mão,3.4259,27,mão,NOUN,False,True,True
editorial,3.4233,11,editorial,ADJ,False,False,True
mola,3.4208,66,mola,ADJ,False,True,True
bomba,3.4207,21,bomba,NOUN,False,True,True
impacto,3.4062,33,impacto,NOUN,False,True,True
gás,3.4043,29,gás,NOUN,False,False,True
capaz,3.4022,28,capaz,ADJ,False,True,True
atual,3.3964,22,atual,ADJ,False,True,True
matéria,3.3895,28,matéria,NOUN,False,False,True
galileu,3.3875,72,galileu,PROPN,False,True,True
usina,3.3816,41,usina,ADJ,False,True,True
interpretação,3.3764,29,interpretação,NOUN,False,True,True
rodovia,3.3746,36,rodovia,NOUN,False,True,True
aumento,3.3742,27,aumento,NOUN,False,False,True
contrário,3.3698,44,contrário,NOUN,False,True,True
campo,3.3502,42,campo,NOUN,False,True,True
caixa,3.3486,36,caixa,NOUN,False,True,True
presente,3.3427,27,presente,ADJ,False,True,True
conservação,3.3416,58,conservação,NOUN,False,False,True
mesa,3.336,45,mesa,NOUN,False,False,True
interação,3.3334,42,interação,NOUN,False,True,True
cabeça,3.3288,18,cabeça,NOUN,False,True,True
negativo,3.3242,41,negativo,ADJ,False,True,True
quadro,3.3199,32,quadro,NOUN,False,True,True
centrípeta,3.3078,79,centrípeta,NOUN,False,True,True
definição,3.3061,38,definição,NOUN,False,True,True
devese,3.3003,28,devese,NOUN,False,False,True
segmento,3.299,40,segmento,NOUN,False,True,True
tamanho,3.2719,28,tamanho,NOUN,False,True,True
nacional,3.2674,16,nacional,ADJ,False,True,True
verdade,3.2589,20,verdade,NOUN,False,True,True
atmosfera,3.2566,36,atmosfera,NOUN,False,True,True
mudança,3.2524,38,mudança,NOUN,False,True,True
unidos,3.25,19,unidos,PROPN,False,True,True
som,3.2377,30,som,NOUN,False,True,True
elevador,3.2368,45,elevador,NOUN,False,True,True
respostas,3.2327,40,respostas,NOUN,False,True,True
carlos,3.2324,18,carlos,PROPN,False,False,True
seção,3.2233,54,seção,NOUN,False,True,True
barco,3.2217,82,barco,NOUN,False,False,True
costa,3.2018,15,costa,PROPN,False,True,True
papel,3.2011,29,papel,NOUN,False,True,True
experiência,3.2001,29,experiência,NOUN,False,True,True
diâmetro,3.1993,33,diâmetro,NOUN,False,True,True
pequena,3.1988,23,pequeno,ADJ,False,False,True
teorema,3.1953,65,teorema,NOUN,False,True,True
transporte,3.1909,22,transporte,NOUN,False,True,True
solar,3.1887,31,solar,ADJ,False,True,True
marco,3.1817,36,marco,PROPN,False,True,True
pensamento,3.1803,21,pensamento,NOUN,False,False,True
preciso,3.1773,25,preciso,ADJ,False,True,True
engenheiro,3.1697,15,engenheiro,NOUN,False,True,True
térmica,3.1597,50,térmico,ADJ,False,False,True
tema,3.1528,24,tema,NOUN,False,True,True
fixo,3.1478,35,fixo,ADJ,False,True,True
nuclear,3.1472,22,nuclear,ADJ,False,True,True
editora,3.147,18,editora,NOUN,False,False,True
operação,3.1442,26,operação,NOUN,False,True,True
produto,3.1416,32,produto,NOUN,False,True,True
química,3.1404,41,química,PROPN,False,True,True
óleo,3.1386,29,óleo,NOUN,False,False,True
linear,3.1381,66,linear,ADJ,False,True,True
gravitação,3.1348,33,gravitação,PROPN,False,False,True
central,3.1296,28,central,NOUN,False,True,True
balança,3.127,31,balança,PROPN,False,False,True
opinião,3.1265,20,opinião,NOUN,False,False,True
vaso,3.1242,43,vaso,NOUN,False,True,True
formação,3.1166,21,formação,NOUN,False,False,True
hipótese,3.1109,25,hipótese,NOUN,False,True,True
fator,3.1024,27,fator,NOUN,False,True,True
inclinação,3.0948,36,inclinação,NOUN,False,False,True
variável,3.0794,59,variável,ADJ,False,True,True
corda,3.0761,35,corda,NOUN,False,True,True
atração,3.0758,43,atração,NOUN,False,False,True
necessidade,3.0736,19,necessidade,NOUN,False,True,True
estrutura,3.0718,22,estrutura,NOUN,False,True,True
composição,3.0684,39,composição,NOUN,False,True,True
correspondente,3.0659,31,correspondente,ADJ,False,True,True
tênis,3.0546,30,tênis,NOUN,False,False,True
cinto,3.0463,29,cinto,NOUN,False,True,True
referência,3.0429,45,referência,NOUN,False,True,True
co,3.0428,78,co,NOUN,False,True,True
algarismo,3.0384,70,algarismo,NOUN,False,True,True
gráfica,3.0369,23,gráfico,ADJ,False,False,True
justifique,3.0355,76,justifique,PROPN,False,False,True
piloto,3.0296,23,piloto,NOUN,False,True,True
desprezível,3.0237,36,desprezível,ADJ,False,True,True
recipiente,3.0202,65,recipiente,NOUN,False,True,True
parque,2.998,20,parque,NOUN,False,True,True
tecnológico,2.9806,27,tecnológico,ADJ,False,True,True
plataforma,2.98,22,plataforma,NOUN,False,True,True
comunidade,2.9736,20,comunidade,NOUN,False,True,True
real,2.965,30,real,ADJ,False,True,True
horário,2.9633,44,horário,NOUN,False,True,True
visão,2.9598,21,visão,NOUN,False,True,True
edição,2.9587,11,edição,NOUN,False,False,True
images,2.9527,36,images,PROPN,False,False,True
corrida,2.9361,26,corrida,PROPN,False,True,True
cilindro,2.9289,38,cilindro,NOUN,False,True,True
horária,2.9258,87,horário,ADJ,False,False,True
alavanca,2.9256,49,alavanca,NOUN,False,True,True
elástico,2.9243,26,elástico,ADJ,False,True,True
margem,2.9099,52,margem,NOUN,False,True,True
marte,2.9047,26,marte,PROPN,False,False,True
explicação,2.8971,25,explicação,NOUN,False,True,True
metade,2.8896,42,metade,NOUN,False,True,True
conservativo,2.8775,46,conservativo,ADJ,False,True,True
tração,2.8767,38,tração,NOUN,False,False,True
unidades,2.8662,22,unidades,PROPN,False,True,True
grego,2.8546,18,grego,NOUN,False,True,True
calcule,2.852,211,calcule,PROPN,False,True,True
especial,2.8268,25,especial,ADJ,False,True,True
quilo,2.8237,16,quilo,NOUN,False,True,True
acidente,2.8224,18,acidente,NOUN,False,True,True
notação,2.8171,33,notação,NOUN,False,True,True
partida,2.8064,26,partida,NOUN,False,False,True
relógio,2.7942,33,relógio,NOUN,False,True,True
parábola,2.7903,37,parábola,NOUN,False,False,True
vila,2.788,9,vila,PROPN,False,True,True
equivalente,2.779,24,equivalente,ADJ,False,True,True
cabo,2.7789,27,cabo,NOUN,False,True,True
eletricidade,2.7748,23,eletricidade,NOUN,False,True,True
grau,2.7624,47,grau,NOUN,False,True,True
esquerda,2.7615,32,esquerda,NOUN,False,False,True
invenção,2.7526,20,invenção,NOUN,False,True,True
futebol,2.7466,23,futebol,NOUN,False,False,True
recurso,2.7465,14,recurso,NOUN,False,True,True
distante,2.7341,25,distante,ADJ,False,True,True
possibilidade,2.7339,19,possibilidade,NOUN,False,True,True
dimensão,2.7257,31,dimensão,NOUN,False,True,True
necessária,2.7171,24,necessário,ADJ,False,False,True
variado,2.7099,132,variado,NOUN,False,True,True
arte,2.7088,18,arte,NOUN,False,True,True
tarefa,2.7003,13,tarefa,NOUN,False,True,True
orientação,2.6934,60,orientação,NOUN,False,True,True
melhor,2.6886,25,bom,ADJ,False,True,True
